Lat,Lon,DistCentro_km,Area_m2,Habitaciones,Precio_USD,IndiceCrimen,IndiceVerde,IndiceRuido,PuntajeColegios,PuntajeTransporte
-12.050052,-77.047231,0.629,110.0,3,362137,77.7,34.1,78.5,64.8,90.9
-12.084692,-77.148604,12.247,99.8,5,224343,38.3,52.5,67.1,65.3,93.3
-12.056524,-77.04865,1.291,65.1,5,209351,81.1,38.0,89.1,56.7,92.7
-12.182378,-77.123321,17.442,69.3,4,96314,81.1,31.1,72.1,72.9,60.9
-12.046357,-77.051778,0.975,35.0,2,91991,81.4,36.9,81.8,50.1,92.5
-12.085416,-77.156896,13.121,70.9,1,169847,43.9,57.2,52.2,61.7,74.5
-12.096956,-77.097911,8.203,51.5,2,83827,39.6,51.1,58.1,65.7,83.0
-12.086094,-77.083893,6.27,136.3,2,256334,51.2,65.9,61.4,73.2,77.0
-12.09648,-77.066863,6.142,113.1,2,227101,45.1,55.7,66.1,75.0,85.5
-12.159917,-77.112669,14.707,104.5,1,157961,61.6,47.2,70.1,48.5,68.0
-12.099568,-77.173601,15.377,105.4,3,243960,55.3,59.5,55.1,67.1,94.6
-12.121454,-77.105255,10.741,108.2,2,159564,70.0,47.4,75.8,48.9,72.5
-12.040906,-77.042712,0.61,128.0,4,409374,72.7,39.2,87.8,70.2,86.9
-12.1061,-77.079024,7.706,105.1,3,206168,47.6,53.6,57.1,71.3,90.0
-12.119153,-77.051132,8.126,115.9,2,205277,50.2,52.1,67.1,74.6,88.8
-12.116291,-77.091216,9.371,71.0,2,115158,50.3,61.4,54.5,65.8,76.5
-12.074912,-77.165739,13.716,35.7,2,93124,50.3,48.7,56.7,60.0,95.6
-12.117273,-77.14477,13.58,47.1,4,68756,70.6,52.4,83.7,43.1,68.1
-12.164336,-77.082601,13.785,63.4,2,98587,80.7,38.4,71.3,49.5,74.6
-12.045424,-77.061431,2.025,73.3,2,205851,71.5,40.9,72.3,59.8,94.6
-12.088752,-77.124075,9.997,114.5,4,217420,42.2,51.8,58.8,61.0,75.4
-12.0451,-77.041359,0.213,93.9,2,295647,70.5,37.4,85.0,63.1,88.5
-12.146047,-77.099062,12.635,62.2,2,128261,58.0,59.4,48.9,84.3,78.7
-12.194281,-77.146711,19.917,80.7,2,97696,87.9,41.5,78.8,47.1,51.5
-12.054797,-77.050091,1.223,63.6,1,200231,73.2,33.4,88.2,93.0,82.5
-12.144023,-77.163564,17.008,62.6,2,85505,85.4,47.8,69.9,55.7,66.9
-12.060244,-77.043497,1.539,115.9,1,345986,78.0,31.6,83.7,66.1,91.3
-12.139499,-77.179996,18.127,82.8,5,118745,68.4,56.6,77.5,41.9,60.1
-12.042977,-77.032954,1.134,94.7,2,266843,77.7,23.8,72.4,65.5,95.7
-12.087852,-77.171305,14.689,81.0,5,186241,42.5,44.9,52.5,61.0,95.4
-12.041739,-77.033012,1.182,108.2,3,337046,76.3,26.7,92.7,69.2,79.9
-12.043113,-77.037091,0.719,102.4,4,286116,80.1,26.1,78.9,62.4,85.2
-12.121799,-77.149731,14.31,98.3,1,135045,64.6,45.8,74.0,61.1,64.7
-12.138442,-77.099749,11.941,70.2,2,129472,57.4,55.0,54.4,61.7,76.8
-12.046433,-77.04938,0.714,72.7,3,220946,75.7,36.2,79.2,67.4,83.2
-12.043702,-77.042627,0.3,35.0,3,110237,84.2,15.0,73.9,69.4,86.5
-12.107366,-77.101539,9.298,43.8,6,73400,46.8,47.0,55.8,71.2,85.7
-12.125588,-77.076541,9.523,61.2,3,106837,44.4,66.0,49.7,77.1,78.3
-12.083804,-77.155201,12.889,76.9,4,187775,57.4,56.8,60.6,62.7,100.0
-12.186368,-77.149795,19.398,55.8,1,86895,69.3,44.0,77.4,57.7,74.4
-12.121607,-77.100641,10.446,50.2,5,92827,55.3,51.7,57.6,73.5,78.3
-12.148614,-77.170672,17.928,41.6,4,62296,77.4,32.6,74.6,49.1,61.1
-12.053474,-77.034047,1.233,89.3,3,266884,95.0,28.4,76.5,66.3,90.0
-12.140852,-77.098385,12.097,93.5,3,189510,55.4,47.8,44.4,75.0,77.4
-12.185668,-77.082994,16.063,107.5,3,159645,76.4,41.6,81.0,59.4,74.4
-12.080408,-77.173925,14.726,143.5,5,329842,42.5,67.3,51.4,83.9,95.9
-12.032043,-77.052872,1.933,67.3,4,188893,65.6,15.2,72.9,63.4,100.0
-12.129161,-77.090382,10.539,100.6,2,173510,46.5,61.3,57.4,55.4,78.9
-12.17105,-77.146351,17.827,75.5,1,123588,67.8,38.8,70.9,58.6,61.2
-12.097683,-77.088057,7.519,117.9,4,298364,21.3,46.4,50.7,70.4,81.2
-12.098492,-77.11294,9.561,112.3,5,213998,52.9,47.7,44.7,63.5,76.5
-12.051922,-77.02664,1.858,56.0,1,182594,77.3,38.9,89.7,70.4,98.2
-12.105799,-77.122865,10.909,61.7,3,75520,83.3,34.3,74.4,55.4,62.9
-12.048155,-77.034165,0.957,106.4,1,329115,75.9,11.9,81.9,75.5,79.3
-12.189901,-77.170043,21.084,57.0,3,83832,74.2,58.6,70.2,53.5,49.0
-12.044807,-77.036336,0.724,98.6,3,285446,78.1,29.0,79.5,72.2,79.6
-12.120565,-77.069122,8.714,89.1,2,182312,53.4,56.0,67.6,81.5,83.7
-12.080263,-77.131527,10.339,54.0,5,144054,45.2,60.6,54.0,66.4,74.4
-12.04956,-77.071968,3.186,79.9,2,218465,79.7,26.2,74.1,68.4,91.8
-12.163284,-77.153924,17.716,101.6,2,154418,81.1,48.4,72.5,37.8,55.4
-12.05513,-77.037698,1.116,70.1,2,201729,84.2,16.2,81.2,74.7,87.1
-12.143587,-77.147721,15.688,100.1,3,107931,72.8,36.5,76.3,55.9,68.9
-12.123655,-77.104875,10.906,105.4,4,208907,47.5,59.7,36.5,74.7,81.4
-12.095084,-77.131888,11.078,110.2,2,218012,43.2,55.7,46.5,74.4,68.7
-12.14686,-77.139455,15.311,121.6,3,172454,74.6,43.1,73.8,45.1,59.9
-12.033489,-77.040478,1.455,72.5,5,212883,66.6,20.7,79.3,67.3,97.9
-12.098127,-77.067147,6.321,58.1,2,83486,32.4,61.9,51.3,65.0,78.9
-12.052052,-77.160358,12.777,87.1,1,190781,38.5,64.5,60.3,60.7,95.0
-12.121857,-77.11972,11.827,41.4,4,83516,33.5,58.1,58.0,75.7,89.5
-12.131329,-77.03169,9.504,122.6,5,209196,47.9,70.0,52.1,81.2,88.1
-12.067599,-77.159016,12.833,97.9,4,270317,61.5,64.7,60.0,65.1,82.9
-12.169923,-77.143526,17.537,123.2,4,159711,71.3,38.4,69.0,42.3,76.5
-12.06008,-77.152923,12.051,84.2,4,212161,55.3,63.2,67.0,71.2,70.6
-12.085608,-77.1245,9.879,64.2,5,133966,48.1,54.8,49.5,69.3,85.1
-12.136583,-77.10376,12.0,89.7,4,143946,69.9,44.4,79.0,59.9,68.6
-12.056322,-77.049054,1.294,89.3,4,277164,79.7,29.2,91.5,68.9,86.7
-12.063695,-77.152193,12.029,90.3,2,226941,45.3,67.5,61.1,62.0,97.7
-12.156795,-77.08705,13.162,92.3,6,170705,57.5,57.9,54.2,68.6,81.6
-12.114156,-77.130913,12.168,58.0,4,113041,39.4,61.3,58.4,85.3,82.0
-12.12711,-77.100963,10.96,107.3,3,196863,40.6,47.2,57.8,76.8,72.8
-12.110708,-77.095364,9.139,105.6,2,155667,46.1,46.9,52.8,59.7,78.0
-12.057341,-77.165417,13.366,116.5,3,295111,54.3,62.9,59.7,66.5,88.4
-12.20081,-77.175838,22.413,76.7,2,103811,71.2,50.6,76.9,57.7,64.5
-12.136815,-77.096575,11.61,88.8,2,170615,38.1,54.4,48.7,60.8,73.3
-12.038897,-77.038656,0.947,69.1,4,221663,82.8,30.5,71.6,67.0,93.1
-12.122494,-77.146112,14.04,108.4,1,131201,81.9,43.3,75.3,54.9,78.8
-12.153194,-77.155384,17.026,53.6,4,71211,71.4,44.2,72.6,47.1,59.8
-12.102142,-77.143569,12.568,122.1,1,268011,66.3,44.5,56.1,53.7,83.0
-12.120125,-77.071363,8.751,84.5,3,162443,43.5,49.2,48.9,89.4,81.3
-12.11412,-77.113249,10.723,52.0,2,113896,41.9,56.8,50.2,69.0,71.4
-12.133287,-77.185605,18.257,113.3,1,143894,72.2,36.9,69.6,50.6,73.8
-12.047149,-77.04013,0.302,37.5,5,126617,68.2,39.1,82.3,71.4,99.1
-12.043206,-77.04373,0.369,62.5,2,170310,80.2,38.3,76.8,71.3,81.9
-12.13441,-77.128615,13.499,89.1,2,172158,40.4,47.8,56.6,78.7,79.8
-12.16796,-77.130886,16.538,49.6,1,72632,80.4,31.8,69.1,60.5,83.9
-12.049114,-77.149194,11.554,75.1,3,187780,50.1,56.2,57.0,80.0,89.2
-12.045272,-77.040359,0.293,88.7,1,277645,73.8,32.5,86.9,78.2,83.4
-12.101511,-77.16464,14.573,45.9,2,116311,51.1,63.7,50.8,71.1,96.3
-12.106152,-77.097773,8.922,99.1,2,173616,47.1,55.6,58.0,63.5,79.5
-12.04859,-77.043672,0.261,100.8,2,327194,85.6,29.9,91.3,72.1,94.8
-12.128424,-77.071294,9.616,58.5,6,111091,44.6,51.4,53.6,65.6,76.3
-12.086871,-77.069557,5.349,58.0,3,109953,35.1,60.1,53.9,65.6,91.3
-12.079445,-77.045229,3.678,49.3,5,87318,46.9,64.9,59.5,65.2,87.1
-12.117677,-77.095561,9.767,45.5,3,89395,47.0,50.6,55.1,64.5,81.5
-12.194123,-77.13391,19.149,57.1,4,78406,78.5,44.2,82.0,62.2,62.5
-12.103712,-77.077466,7.391,68.1,4,135229,43.5,42.5,51.8,80.0,75.6
-12.085375,-77.177191,15.217,121.3,3,285965,47.2,65.1,68.6,61.4,84.6
-12.087559,-77.09017,6.879,120.3,4,245136,55.5,57.2,56.5,65.9,82.1
-12.036973,-77.061863,2.319,38.3,1,112270,80.6,21.9,79.9,77.3,97.2
-12.092194,-77.106588,8.59,95.9,5,177842,58.8,45.5,50.2,74.9,75.6
-12.13702,-77.173086,17.355,35.0,3,49915,78.8,36.7,77.5,41.3,60.0
-12.122495,-77.102436,10.642,126.8,3,240958,46.1,48.4,53.3,51.4,87.6
-12.044372,-77.043136,0.228,97.5,4,297260,86.9,30.1,84.0,76.4,86.6
-12.145262,-77.100386,12.629,64.3,5,125048,53.9,54.1,72.2,75.7,83.2
-12.100675,-77.127061,10.953,85.2,2,120277,81.3,52.0,79.8,46.0,67.8
-12.097114,-77.110354,9.245,55.6,5,96092,37.6,59.6,51.7,66.0,75.3
-12.149767,-77.130102,14.882,35.0,5,47709,71.5,43.9,75.2,59.6,70.4
-12.11337,-77.087614,8.884,41.6,3,76063,39.2,34.9,49.3,73.1,83.5
-12.183638,-77.138049,18.411,35.0,2,48503,82.1,37.1,72.3,51.4,55.3
-12.15994,-77.137648,16.274,100.0,4,133460,70.5,45.6,76.8,42.6,73.1
-12.056937,-77.03586,1.391,35.0,3,102115,84.9,34.6,80.4,57.4,85.3
-12.070491,-77.163068,13.327,38.4,3,91968,55.2,73.5,60.1,87.1,100.0
-12.101977,-77.091011,8.09,106.2,6,220298,48.3,51.1,53.5,70.0,68.9
-12.077977,-77.129035,9.996,70.2,2,149398,48.6,55.4,55.8,61.2,80.3
-12.115064,-77.118526,11.21,51.0,3,104202,35.2,58.8,55.4,79.9,83.5
-12.137038,-77.171157,17.186,75.4,2,113086,64.5,32.1,68.0,57.2,51.8
-12.110839,-77.104252,9.781,65.0,4,131133,61.6,57.0,52.6,76.5,83.2
-12.160334,-77.104785,14.325,114.5,2,173797,72.5,50.5,86.4,43.3,61.5
-12.110408,-77.093055,8.958,168.3,6,329552,35.1,60.8,55.3,73.1,92.1
-12.112682,-77.085081,8.672,123.6,4,265292,49.3,58.6,55.2,80.9,89.1
-12.111302,-77.09395,9.096,102.8,5,196256,59.5,61.9,56.4,78.7,84.6
-12.052853,-77.024644,2.097,100.9,1,329906,78.4,27.6,78.7,68.3,79.0
-12.040514,-77.049394,0.969,106.9,1,321108,74.9,26.9,81.6,68.8,87.3
-12.176898,-77.142336,18.071,76.0,1,120152,66.6,49.6,72.6,58.1,59.3
-12.051604,-77.047405,0.764,99.7,5,314827,80.5,29.3,73.9,68.3,87.2
-12.106632,-77.153197,13.723,62.6,5,82108,77.0,53.4,85.4,54.2,55.9
-12.058949,-77.162587,13.078,38.9,5,85098,35.9,67.9,53.6,63.7,90.8
-12.200511,-77.110929,18.637,107.3,1,148460,72.6,46.5,83.8,51.9,69.6
-12.040958,-77.038669,0.752,77.4,1,224752,78.8,31.7,78.8,64.3,89.3
-12.131955,-77.057383,9.628,106.2,4,206959,49.1,58.1,61.7,79.1,84.8
-12.107089,-77.164057,14.787,77.7,5,149275,38.0,56.9,42.9,63.3,74.7
-12.116565,-77.130669,12.314,114.8,3,184341,38.0,61.7,48.7,83.9,79.6
-12.080895,-77.068919,4.764,122.2,6,243094,50.2,60.9,51.8,91.6,78.9
-12.062648,-77.163732,13.251,41.4,2,108945,51.9,66.1,58.2,68.3,98.0
-12.065145,-77.025715,2.787,134.5,3,391431,80.8,34.1,92.8,59.7,88.2
-12.127898,-77.140332,13.926,58.5,2,82356,84.9,49.9,79.8,52.2,68.1
-12.185868,-77.108016,17.023,102.0,4,152211,78.7,36.0,68.3,46.6,64.7
-12.047298,-77.052807,1.091,113.0,2,296605,79.0,34.3,82.8,68.0,93.0
-12.126017,-77.09814,10.686,93.2,2,174684,45.9,51.4,56.6,59.3,84.9
-12.121695,-77.076167,9.109,116.1,6,210950,40.8,54.4,59.2,73.4,83.0
-12.069523,-77.137787,10.626,83.5,5,183780,60.0,60.4,58.2,69.5,77.4
-12.04381,-77.034054,0.992,90.8,3,278862,83.1,32.1,74.1,57.8,88.3
-12.055262,-77.167711,13.595,97.7,3,224424,40.2,65.5,66.8,57.4,87.9
-12.043129,-77.048102,0.68,70.2,4,211524,80.2,27.7,80.7,66.9,100.0
-12.118134,-77.085269,9.201,72.3,6,152519,55.8,44.8,57.8,75.4,79.6
-12.057513,-77.057585,2.024,62.0,4,196785,95.0,27.3,78.0,73.1,95.2
-12.091023,-77.177117,15.399,66.3,2,168790,35.5,50.5,62.0,74.1,84.9
-12.072289,-77.160897,13.138,79.3,3,213875,53.6,60.2,64.4,69.9,76.9
-12.093666,-77.07601,6.366,47.8,4,99190,40.2,58.7,52.4,60.7,92.0
-12.169426,-77.14745,17.763,36.1,5,57357,81.2,47.0,82.7,60.7,71.2
-12.038656,-77.030412,1.596,86.3,5,247235,82.1,38.5,76.3,66.6,76.8
-12.114622,-77.107899,10.358,72.5,4,145783,23.2,42.2,52.7,64.7,75.3
-12.10724,-77.080407,7.891,74.6,5,138162,45.9,64.6,57.6,53.7,73.4
-12.092751,-77.125559,10.353,151.9,2,295598,30.1,49.6,55.0,74.7,80.8
-12.118487,-77.094338,9.764,46.6,5,76473,23.1,58.0,53.2,66.7,73.2
-12.166974,-77.131425,16.483,109.9,3,155434,69.4,45.1,65.9,45.7,63.2
-12.104071,-77.066774,6.91,83.7,4,178266,51.3,60.4,56.1,71.0,85.2
-12.114143,-77.084986,8.804,70.5,3,124960,57.2,58.7,55.9,68.6,81.8
-12.143106,-77.117691,13.466,101.4,4,209803,65.9,53.4,56.3,67.6,73.1
-12.154103,-77.080764,12.645,77.9,3,165842,51.7,45.6,51.5,74.5,74.2
-12.106206,-77.088559,8.291,158.6,3,314561,39.0,46.5,58.1,64.1,79.5
-12.192916,-77.138472,19.297,108.4,1,150598,74.1,52.9,71.1,56.3,60.9
-12.219558,-77.10684,20.439,64.9,5,89658,65.3,44.9,74.7,59.6,70.5
-12.068878,-77.050223,2.622,99.0,4,297774,82.8,41.5,71.7,77.9,94.1
-12.13766,-77.125321,13.523,46.6,1,67967,58.9,36.0,59.7,56.7,55.3
-12.034761,-77.042038,1.295,124.3,3,390604,86.8,40.8,76.7,83.1,83.8
-12.117336,-77.14266,13.398,66.5,3,97746,77.3,51.4,66.2,51.4,62.3
-12.179418,-77.152522,18.97,73.6,1,97961,63.1,40.3,74.8,65.1,46.1
-12.187089,-77.108422,17.165,65.4,5,97589,78.7,40.7,73.0,51.3,70.6
-12.124002,-77.147123,14.228,86.2,1,121144,80.0,39.1,77.8,54.8,70.9
-12.073872,-77.078201,4.906,112.6,2,193595,33.7,58.4,62.5,80.6,80.8
-12.077349,-77.176198,14.883,46.3,2,111548,62.5,65.2,51.2,70.6,81.3
-12.066921,-77.168927,13.88,50.6,1,120603,45.4,61.2,64.3,56.9,84.6
-12.10665,-77.076454,7.621,64.7,2,118416,43.7,56.7,45.8,63.6,77.4
-12.119639,-77.108475,10.813,59.2,2,111807,46.2,62.6,54.3,54.1,83.9
-12.090534,-77.15146,12.772,80.5,1,194895,59.1,63.7,68.1,76.7,79.6
-12.13965,-77.097147,11.914,81.0,3,146673,43.1,69.7,62.7,74.9,74.9
-12.053463,-77.045582,0.84,64.1,2,213954,80.8,28.1,79.2,64.9,90.2
-12.126609,-77.074344,9.539,52.2,4,92955,33.0,50.5,53.1,65.3,69.9
-12.042683,-77.028703,1.585,110.2,1,337369,63.0,38.5,70.3,58.8,91.5
-12.092229,-77.126349,10.399,81.5,4,133926,49.3,58.5,63.6,64.3,91.8
-12.069539,-77.109627,7.696,83.3,2,161640,55.8,49.2,49.8,71.1,73.3
-12.04135,-77.0548,1.418,115.6,1,377794,79.4,28.1,72.9,66.6,88.6
-12.167374,-77.101966,14.885,35.0,2,46172,74.8,49.6,78.2,48.1,67.1
-12.094355,-77.044418,5.326,161.2,4,316631,42.0,50.7,49.9,69.6,80.6
-12.037529,-77.173008,14.169,136.8,5,383720,54.6,62.2,58.2,58.1,75.8
-12.176779,-77.113361,16.374,85.7,3,120353,82.7,44.2,78.9,55.0,64.2
-12.106319,-77.090494,8.429,67.0,4,138405,34.7,55.8,53.2,67.9,75.4
-12.074194,-77.103586,7.284,58.7,6,106032,46.0,60.2,57.0,62.9,80.4
-12.024338,-77.044182,2.453,71.9,1,216085,73.8,30.0,83.5,50.8,84.1
-12.111352,-77.095385,9.196,45.5,2,80189,45.2,55.3,55.5,71.9,79.5
-12.059404,-77.057832,2.179,83.8,6,155928,54.5,54.0,52.3,68.8,72.6
-12.03453,-77.042211,1.319,84.6,5,254780,84.1,36.9,76.6,67.8,97.0
-12.093507,-77.053267,5.351,86.9,4,160640,36.7,43.7,60.7,68.4,75.2
-12.034298,-77.039247,1.398,94.2,2,260355,92.1,42.3,68.3,68.7,85.7
-12.050432,-77.034943,0.963,88.5,5,258746,85.6,23.6,74.3,52.8,86.9
-12.055942,-77.039875,1.106,107.9,2,343652,87.2,32.1,73.2,70.4,84.6
-12.147098,-77.038772,11.186,101.7,3,186454,43.1,47.1,53.4,81.7,75.9
-12.204463,-77.135135,20.206,138.9,2,187167,69.7,49.2,81.5,48.6,70.7
-12.067456,-77.039495,2.365,96.1,4,170087,35.1,42.6,60.1,60.1,86.6
-12.1505,-77.152368,16.583,57.2,5,82539,82.1,49.8,77.7,60.6,69.0
-12.12124,-77.103971,10.635,88.2,3,160813,34.3,52.7,55.4,57.8,100.0
-12.087028,-77.093084,7.081,35.0,2,69651,43.5,54.8,55.8,70.4,76.7
-12.039144,-77.171398,13.983,105.3,3,236753,57.0,70.6,61.5,76.1,84.2
-12.069202,-77.149704,11.878,58.6,5,141564,40.7,61.8,60.5,54.2,88.8
-12.045192,-77.050524,0.849,50.7,4,162678,90.4,34.3,86.6,60.0,69.8
-12.128298,-77.085382,10.198,35.4,5,63732,49.9,54.7,66.4,77.1,91.9
-12.102382,-77.092324,8.217,98.8,6,216653,49.7,47.1,54.4,61.5,88.9
-12.127989,-77.125784,12.774,92.7,4,179352,58.7,48.7,56.9,62.0,85.5
-12.103266,-77.083257,7.69,86.3,5,164601,49.4,45.7,56.9,66.4,82.4
-12.075197,-77.173419,14.535,35.0,1,88222,42.8,68.3,65.8,55.2,83.7
-12.10522,-77.089387,8.259,63.1,4,132877,54.5,62.8,48.9,64.4,97.5
-12.065369,-77.150821,11.914,72.0,5,150985,52.0,45.9,51.4,63.0,85.9
-12.107525,-77.110613,10.011,104.9,4,176958,27.4,61.2,52.1,72.5,85.2
-12.179185,-77.158311,19.351,56.1,4,70955,80.2,33.7,85.8,58.7,79.7
-12.118815,-77.07478,8.756,73.6,6,159021,36.4,65.0,54.1,61.0,76.2
-12.140845,-77.100206,12.196,49.9,3,69902,72.8,40.9,75.5,45.9,72.4
-12.05648,-77.033767,1.488,113.4,1,367029,81.3,30.6,72.3,73.9,80.9
-12.05184,-77.029782,1.537,101.3,2,297502,71.9,30.7,70.3,63.9,91.2
-12.128163,-77.122599,12.546,109.3,2,159979,77.7,40.4,77.8,51.6,52.2
-12.063287,-77.180212,15.034,89.4,5,217653,52.1,55.7,67.7,58.8,89.0
-12.049653,-77.027579,1.691,112.2,4,360241,79.9,14.9,91.5,60.0,86.5
-12.08965,-77.164662,14.073,140.4,2,333418,42.8,74.2,68.8,60.6,90.1
-12.077502,-77.081735,5.457,107.1,4,200111,42.0,54.7,50.1,58.4,92.3
-12.04637,-77.038354,0.483,127.0,1,353838,83.5,38.4,85.2,70.9,92.1
-12.113189,-77.08003,8.444,82.7,5,172530,45.1,52.3,69.2,65.7,88.9
-12.041275,-77.046645,0.706,113.8,3,320251,84.3,22.7,89.2,68.9,89.8
-12.105331,-77.101041,9.097,132.8,4,268897,41.0,62.0,63.1,56.3,65.1
-12.056483,-77.160108,12.784,86.8,3,206818,38.0,66.0,58.7,60.1,87.5
-12.091984,-77.073198,6.041,101.9,2,160639,45.2,62.7,52.1,69.9,76.6
-12.147168,-77.131102,14.731,159.7,5,231480,87.1,38.1,80.4,52.2,52.4
-12.113268,-77.09828,9.558,49.2,4,92289,47.9,47.2,56.0,60.8,71.4
-12.046114,-77.061838,2.067,73.5,4,221975,87.4,31.3,71.8,73.9,90.5
-12.064452,-77.174952,14.485,94.8,3,202155,44.1,57.3,58.9,77.6,80.1
-12.052191,-77.153178,11.999,115.4,4,277966,46.0,64.7,62.5,52.8,84.7
-12.055631,-77.037535,1.173,82.4,2,236980,65.8,28.1,71.8,68.4,91.7
-12.135938,-77.080638,10.754,124.3,2,253920,42.8,49.3,45.7,82.1,78.9
-12.10492,-77.100433,9.019,112.4,4,181261,46.2,53.6,50.3,68.4,88.0
-12.134201,-77.155424,15.635,64.9,2,91160,86.6,42.9,73.7,60.1,86.0
-12.11158,-77.091137,8.938,65.2,6,120957,46.8,45.0,53.2,74.6,67.9
-12.031663,-77.047882,1.726,43.0,1,137483,77.8,29.0,78.4,56.1,86.3
-12.131604,-77.097254,11.153,85.9,6,168219,48.6,56.0,53.7,71.5,86.1
-12.109017,-77.125743,11.374,58.1,3,113079,34.1,46.4,46.2,64.8,76.0
-12.042584,-77.139565,10.513,136.7,2,369068,40.0,59.2,64.2,66.7,81.9
-12.069659,-77.030948,2.885,140.2,3,386050,95.0,35.0,83.2,88.2,85.5
-12.147214,-77.107785,13.228,91.7,3,130789,69.7,42.7,73.3,45.6,60.7
-12.157727,-77.094887,13.589,48.7,4,67992,80.4,39.9,77.6,46.0,74.5
-12.068753,-77.095127,6.199,72.3,6,138386,30.3,47.4,55.1,68.8,76.8
-12.08237,-77.08737,6.273,93.9,4,168289,44.4,55.6,63.0,70.3,95.7
-12.042908,-77.051053,0.976,59.9,5,174143,76.6,33.4,73.3,79.5,83.5
-12.12585,-77.092653,10.347,93.8,3,187799,52.3,64.1,67.4,70.6,82.8
-12.21851,-77.18878,24.821,58.0,4,75394,74.7,45.7,73.6,46.5,55.7
-12.120927,-77.081978,9.302,65.8,4,128771,34.2,50.5,47.8,73.6,87.9
-12.112844,-77.110107,10.382,93.0,4,195074,60.5,61.2,58.9,74.7,76.7
-12.164922,-77.146308,17.301,59.9,2,82959,75.2,46.3,80.1,45.0,60.8
-12.037844,-77.05299,1.458,83.6,4,265902,86.1,34.4,81.1,58.9,91.2
-12.114417,-77.125399,11.722,55.7,5,113543,46.3,54.0,57.6,85.1,74.9
-12.119458,-77.117976,11.505,83.8,4,120515,43.1,58.9,63.3,63.7,79.5
-12.052616,-77.043645,0.696,56.6,2,160310,87.6,31.7,89.4,61.3,100.0
-12.13222,-77.080189,10.355,95.6,6,158567,45.8,51.2,56.6,83.5,89.5
-12.055131,-77.043402,0.971,70.1,3,169495,81.4,27.1,78.9,71.6,96.9
-12.096647,-77.08734,7.381,76.4,5,152309,46.6,43.4,51.4,76.1,80.4
-12.148764,-77.152255,16.44,100.0,3,129308,79.0,40.9,71.3,38.0,55.3
-12.0538,-77.021932,2.41,84.9,2,267289,83.9,25.6,87.9,68.4,85.6
-12.024414,-77.054813,2.767,108.6,2,324859,82.1,34.8,78.6,70.7,90.9
-12.098791,-77.166067,14.59,106.4,4,286727,47.4,71.0,60.4,54.5,80.5
-12.044746,-77.150757,11.721,64.5,3,144675,65.3,66.3,60.5,81.3,85.2
-12.098175,-77.115324,9.747,35.0,4,57849,40.5,64.3,46.6,71.7,79.2
-12.168414,-77.13021,16.537,51.2,3,71460,77.4,52.1,75.8,60.1,67.8
-12.03792,-77.053379,1.485,64.6,1,187913,73.1,24.1,81.0,70.2,89.6
-12.038519,-77.027547,1.873,99.9,2,294800,73.9,34.8,75.7,67.5,92.0
-12.186513,-77.120237,17.679,46.2,5,68442,84.8,53.4,81.0,37.2,65.5
-12.041212,-77.043349,0.579,72.5,2,204675,88.7,23.3,80.5,74.4,94.1
-12.125106,-77.051914,8.792,122.3,4,240000,47.9,52.9,48.9,65.4,69.2
-12.216309,-77.112826,20.334,62.0,5,95801,78.4,49.5,76.2,53.9,68.1
-12.114314,-77.125373,11.712,94.2,5,180560,33.4,58.5,50.7,66.8,85.1
-12.061411,-77.03827,1.737,104.8,1,308692,79.5,19.0,87.2,78.7,77.1
-12.055729,-77.189613,15.971,113.3,2,292118,48.7,71.0,56.4,49.4,79.4
-12.097534,-77.080007,6.966,121.4,3,230158,42.3,55.3,54.8,71.8,87.2
-12.077687,-77.055832,3.75,56.0,4,113834,43.5,57.9,52.7,68.0,66.8
-12.110882,-77.09444,9.091,107.9,5,207128,40.8,49.3,57.6,84.7,72.6
-12.140962,-77.104287,12.439,125.1,3,183971,64.8,43.5,64.7,43.4,56.9
-12.106318,-77.066163,7.118,82.3,6,167807,58.3,59.1,58.2,79.9,81.8
-12.094198,-77.068541,5.996,72.3,2,137758,55.7,45.2,63.3,67.5,64.3
-12.166464,-77.145342,17.364,51.8,1,68355,79.5,50.0,71.2,65.4,78.5
-12.070932,-77.145953,11.524,113.7,3,281979,45.0,59.6,67.7,61.7,83.9
-12.12083,-77.108772,10.934,145.0,1,163370,78.7,41.2,87.0,50.7,60.2
-12.173048,-77.097215,15.249,77.3,3,116275,65.9,45.6,68.9,52.5,62.8
-12.058988,-77.032112,1.816,87.3,2,248920,80.0,42.7,75.3,61.3,97.3
-12.044861,-77.035894,0.769,93.6,3,316453,74.5,20.0,79.6,68.5,96.6
-12.043934,-77.034154,0.978,107.2,3,322922,76.5,29.9,66.5,63.5,85.9
-12.134916,-77.095998,11.397,108.9,4,233332,48.2,40.3,55.8,80.4,76.4
-12.043348,-77.044064,0.366,97.8,4,292799,71.4,28.7,82.7,65.5,100.0
-12.176219,-77.152549,18.697,71.4,1,102723,58.9,39.3,80.8,48.0,69.1
-12.066966,-77.166971,13.671,116.3,3,270422,56.1,59.6,52.0,64.9,94.0
-12.032502,-77.047686,1.631,79.8,2,227836,95.0,40.8,82.5,54.2,96.8
-12.21483,-77.128867,20.9,91.1,3,122571,68.1,44.7,73.1,55.4,58.1
-12.06887,-77.161158,13.088,39.8,3,97166,46.2,59.0,57.0,67.1,90.3
-12.068147,-77.178199,14.895,94.1,5,228534,52.3,63.1,51.2,69.1,88.3
